Nome;Partido;UF;Tipo_de_Despesa;Valor
JOSÉ ROCHA;PL;BA;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  4785,89
JOSÉ ROCHA;PL;BA;PASSAGENS AÉREAS;R$  2567,88
JOSÉ ROCHA;PL;BA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1162,48
JOSÉ ROCHA;PL;BA;SERVIÇOS POSTAIS;R$  1027,98
JOSÉ ROCHA;PL;BA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  900
JOSÉ ROCHA;PL;BA;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  646,49
JOSÉ ROCHA;PL;BA;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  284,72
JOSÉ ROCHA;PL;BA;Total;R$  247339,77
AJ ALBUQUERQUE;PP;CE;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  69000
AJ ALBUQUERQUE;PP;CE;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  56000
AJ ALBUQUERQUE;PP;CE;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  47545
AJ ALBUQUERQUE;PP;CE;EMISSÃO BILHETE AÉREO;R$  46804,78
AJ ALBUQUERQUE;PP;CE;COMBUSTÍVEIS E LUBRIFICANTES.;R$  12860,46
AJ ALBUQUERQUE;PP;CE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  7699,9
AJ ALBUQUERQUE;PP;CE;TELEFONIA;R$  2716,43
AJ ALBUQUERQUE;PP;CE;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  2213,64
AJ ALBUQUERQUE;PP;CE;PASSAGENS AÉREAS;R$  2188,98
AJ ALBUQUERQUE;PP;CE;Total;R$  247029,19
EDILÁZIO JÚNIOR;PSD;MA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  71587,26
EDILÁZIO JÚNIOR;PSD;MA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  64200
EDILÁZIO JÚNIOR;PSD;MA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  47329,15
EDILÁZIO JÚNIOR;PSD;MA;EMISSÃO BILHETE AÉREO;R$  46464,23
EDILÁZIO JÚNIOR;PSD;MA;TELEFONIA;R$  5260,45
EDILÁZIO JÚNIOR;PSD;MA;PASSAGENS AÉREAS;R$  4807,3
EDILÁZIO JÚNIOR;PSD;MA;SERVIÇOS POSTAIS;R$  1806,56
EDILÁZIO JÚNIOR;PSD;MA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1417,25
EDILÁZIO JÚNIOR;PSD;MA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  1359,1
EDILÁZIO JÚNIOR;PSD;MA;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  1004,76
EDILÁZIO JÚNIOR;PSD;MA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  840
EDILÁZIO JÚNIOR;PSD;MA;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  733,61
EDILÁZIO JÚNIOR;PSD;MA;Total;R$  246809,67
BILAC PINTO;DEM;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  148000
BILAC PINTO;DEM;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  28105,16
BILAC PINTO;DEM;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  18150
BILAC PINTO;DEM;MG;TELEFONIA;R$  13467,92
BILAC PINTO;DEM;MG;PASSAGENS AÉREAS;R$  12853,71
BILAC PINTO;DEM;MG;COMBUSTÍVEIS E LUBRIFICANTES.;R$  11787,96
BILAC PINTO;DEM;MG;EMISSÃO BILHETE AÉREO;R$  7288,94
BILAC PINTO;DEM;MG;SERVIÇOS POSTAIS;R$  3898,54
BILAC PINTO;DEM;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  1566,62
BILAC PINTO;DEM;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  960
BILAC PINTO;DEM;MG;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  404,03
BILAC PINTO;DEM;MG;Total;R$  246482,88
DIEGO ANDRADE;PSD;MG;EMISSÃO BILHETE AÉREO;R$  86833,4
DIEGO ANDRADE;PSD;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  68195
DIEGO ANDRADE;PSD;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  33343,85
DIEGO ANDRADE;PSD;MG;COMBUSTÍVEIS E LUBRIFICANTES.;R$  20462,65
DIEGO ANDRADE;PSD;MG;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  13200
DIEGO ANDRADE;PSD;MG;TELEFONIA;R$  11653,99
DIEGO ANDRADE;PSD;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  11189,26
DIEGO ANDRADE;PSD;MG;SERVIÇOS POSTAIS;R$  1051,56
DIEGO ANDRADE;PSD;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  369,88
DIEGO ANDRADE;PSD;MG;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  50
DIEGO ANDRADE;PSD;MG;Total;R$  246349,59
ORLANDO SILVA;PCdoB;SP;EMISSÃO BILHETE AÉREO;R$  84720,75
ORLANDO SILVA;PCdoB;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  60198,1
ORLANDO SILVA;PCdoB;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  33990
ORLANDO SILVA;PCdoB;SP;COMBUSTÍVEIS E LUBRIFICANTES.;R$  27303,43
ORLANDO SILVA;PCdoB;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  26526,49
ORLANDO SILVA;PCdoB;SP;TELEFONIA;R$  5897,05
ORLANDO SILVA;PCdoB;SP;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  5000
ORLANDO SILVA;PCdoB;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  1562,81
ORLANDO SILVA;PCdoB;SP;SERVIÇOS POSTAIS;R$  921,09
ORLANDO SILVA;PCdoB;SP;Total;R$  246119,72
HENRIQUE FONTANA;PT;RS;EMISSÃO BILHETE AÉREO;R$  56498,08
HENRIQUE FONTANA;PT;RS;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  46074,75
HENRIQUE FONTANA;PT;RS;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  44146,25
HENRIQUE FONTANA;PT;RS;COMBUSTÍVEIS E LUBRIFICANTES.;R$  33015,4
HENRIQUE FONTANA;PT;RS;TELEFONIA;R$  29792,2
HENRIQUE FONTANA;PT;RS;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  21000
HENRIQUE FONTANA;PT;RS;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  5621,4
HENRIQUE FONTANA;PT;RS;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  3644,73
HENRIQUE FONTANA;PT;RS;SERVIÇOS POSTAIS;R$  2400,72
HENRIQUE FONTANA;PT;RS;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  2045,62
HENRIQUE FONTANA;PT;RS;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  577,47
HENRIQUE FONTANA;PT;RS;ASSINATURA DE PUBLICAÇÕES;R$  484,4
HENRIQUE FONTANA;PT;RS;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  131,55
HENRIQUE FONTANA;PT;RS;Total;R$  245432,57
ANGELA AMIN;PP;SC;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  80000
ANGELA AMIN;PP;SC;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  61700
ANGELA AMIN;PP;SC;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  36869,78
ANGELA AMIN;PP;SC;COMBUSTÍVEIS E LUBRIFICANTES.;R$  23759,72
ANGELA AMIN;PP;SC;EMISSÃO BILHETE AÉREO;R$  17729,67
ANGELA AMIN;PP;SC;TELEFONIA;R$  6100,23
ANGELA AMIN;PP;SC;SERVIÇOS POSTAIS;R$  5431,68
ANGELA AMIN;PP;SC;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  4350,29
ANGELA AMIN;PP;SC;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  3228,47
ANGELA AMIN;PP;SC;PASSAGENS AÉREAS;R$  3168,48
ANGELA AMIN;PP;SC;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  3027,74
ANGELA AMIN;PP;SC;Total;R$  245366,06
RENATA ABREU;PODE;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  101350
RENATA ABREU;PODE;SP;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  60700
RENATA ABREU;PODE;SP;COMBUSTÍVEIS E LUBRIFICANTES.;R$  32910,99
RENATA ABREU;PODE;SP;EMISSÃO BILHETE AÉREO;R$  31548,15
RENATA ABREU;PODE;SP;TELEFONIA;R$  12134,77
RENATA ABREU;PODE;SP;SERVIÇOS POSTAIS;R$  2778,22
RENATA ABREU;PODE;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  2564,5
RENATA ABREU;PODE;SP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  723,12
RENATA ABREU;PODE;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  650,59
RENATA ABREU;PODE;SP;Total;R$  245360,34
DAVID MIRANDA;PSOL;RJ;EMISSÃO BILHETE AÉREO;R$  120125,4
DAVID MIRANDA;PSOL;RJ;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  65500
DAVID MIRANDA;PSOL;RJ;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  28887,67
DAVID MIRANDA;PSOL;RJ;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  10000
DAVID MIRANDA;PSOL;RJ;COMBUSTÍVEIS E LUBRIFICANTES.;R$  8161,4
DAVID MIRANDA;PSOL;RJ;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  4875,69
DAVID MIRANDA;PSOL;RJ;PASSAGENS AÉREAS;R$  3603,38
DAVID MIRANDA;PSOL;RJ;SERVIÇOS POSTAIS;R$  1686,49
DAVID MIRANDA;PSOL;RJ;ASSINATURA DE PUBLICAÇÕES;R$  1239,9
DAVID MIRANDA;PSOL;RJ;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  525,21
DAVID MIRANDA;PSOL;RJ;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  389,65
DAVID MIRANDA;PSOL;RJ;TELEFONIA;R$  297,14
DAVID MIRANDA;PSOL;RJ;Total;R$  245291,93
RUI FALCÃO;PT;SP;EMISSÃO BILHETE AÉREO;R$  82448,39
RUI FALCÃO;PT;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  55335,75
RUI FALCÃO;PT;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  50472,91
RUI FALCÃO;PT;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  28860
RUI FALCÃO;PT;SP;COMBUSTÍVEIS E LUBRIFICANTES.;R$  18341,52
RUI FALCÃO;PT;SP;PASSAGENS AÉREAS;R$  3256,98
RUI FALCÃO;PT;SP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  2580,11
RUI FALCÃO;PT;SP;TELEFONIA;R$  1718,73
RUI FALCÃO;PT;SP;ASSINATURA DE PUBLICAÇÕES;R$  1030,8
RUI FALCÃO;PT;SP;SERVIÇOS POSTAIS;R$  823,88
RUI FALCÃO;PT;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  293,55
RUI FALCÃO;PT;SP;Total;R$  245162,62
LOESTER TRUTIS;PSL;MS;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  153565
LOESTER TRUTIS;PSL;MS;EMISSÃO BILHETE AÉREO;R$  43834,46
LOESTER TRUTIS;PSL;MS;COMBUSTÍVEIS E LUBRIFICANTES.;R$  26499,26
LOESTER TRUTIS;PSL;MS;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  6412,8
LOESTER TRUTIS;PSL;MS;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  6394
LOESTER TRUTIS;PSL;MS;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  3000
LOESTER TRUTIS;PSL;MS;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  2117,31
LOESTER TRUTIS;PSL;MS;PASSAGENS AÉREAS;R$  1570,61
LOESTER TRUTIS;PSL;MS;SERVIÇOS POSTAIS;R$  1056,4
LOESTER TRUTIS;PSL;MS;TELEFONIA;R$  546,44
LOESTER TRUTIS;PSL;MS;Total;R$  244996,28
CÉLIO MOURA;PT;TO;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  44600
CÉLIO MOURA;PT;TO;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  42930,47
CÉLIO MOURA;PT;TO;EMISSÃO BILHETE AÉREO;R$  40339,01
CÉLIO MOURA;PT;TO;COMBUSTÍVEIS E LUBRIFICANTES.;R$  40076,4
CÉLIO MOURA;PT;TO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  35883,26
CÉLIO MOURA;PT;TO;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  18364,6
CÉLIO MOURA;PT;TO;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  11487,86
CÉLIO MOURA;PT;TO;TELEFONIA;R$  3879,48
CÉLIO MOURA;PT;TO;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  2732,26
CÉLIO MOURA;PT;TO;SERVIÇOS POSTAIS;R$  2252,16
CÉLIO MOURA;PT;TO;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  1547,32
CÉLIO MOURA;PT;TO;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  794,02
CÉLIO MOURA;PT;TO;Total;R$  244886,84
ZECA DIRCEU;PT;PR;EMISSÃO BILHETE AÉREO;R$  61323,51
ZECA DIRCEU;PT;PR;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  51329,35
ZECA DIRCEU;PT;PR;COMBUSTÍVEIS E LUBRIFICANTES.;R$  33330,62
ZECA DIRCEU;PT;PR;TELEFONIA;R$  26410,87
ZECA DIRCEU;PT;PR;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  20529,89
ZECA DIRCEU;PT;PR;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  15575,9
ZECA DIRCEU;PT;PR;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  15308,67
ZECA DIRCEU;PT;PR;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  9762,96
ZECA DIRCEU;PT;PR;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  6367,41
ZECA DIRCEU;PT;PR;PASSAGENS AÉREAS;R$  2703,41
ZECA DIRCEU;PT;PR;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  900
ZECA DIRCEU;PT;PR;SERVIÇOS POSTAIS;R$  470,78
ZECA DIRCEU;PT;PR;ASSINATURA DE PUBLICAÇÕES;R$  250
ZECA DIRCEU;PT;PR;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  125,66
ZECA DIRCEU;PT;PR;Total;R$  244389,03
GASTÃO VIEIRA;PROS;MA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  110775
GASTÃO VIEIRA;PROS;MA;EMISSÃO BILHETE AÉREO;R$  66444,66
GASTÃO VIEIRA;PROS;MA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  45672,5
GASTÃO VIEIRA;PROS;MA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  9161,13
GASTÃO VIEIRA;PROS;MA;TELEFONIA;R$  6904,72
GASTÃO VIEIRA;PROS;MA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  2080,01
GASTÃO VIEIRA;PROS;MA;PASSAGENS AÉREAS;R$  1404,54
GASTÃO VIEIRA;PROS;MA;SERVIÇOS POSTAIS;R$  1247,73
GASTÃO VIEIRA;PROS;MA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  471,59
GASTÃO VIEIRA;PROS;MA;Total;R$  244161,88
MARGARIDA SALOMÃO;PT;MG;EMISSÃO BILHETE AÉREO;R$  82630,36
MARGARIDA SALOMÃO;PT;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  68555,03
MARGARIDA SALOMÃO;PT;MG;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  22000
MARGARIDA SALOMÃO;PT;MG;COMBUSTÍVEIS E LUBRIFICANTES.;R$  21954,56
MARGARIDA SALOMÃO;PT;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  18226,67
MARGARIDA SALOMÃO;PT;MG;TELEFONIA;R$  12625,49
MARGARIDA SALOMÃO;PT;MG;SERVIÇOS POSTAIS;R$  8847,75
MARGARIDA SALOMÃO;PT;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  4200,6
MARGARIDA SALOMÃO;PT;MG;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  1672,36
MARGARIDA SALOMÃO;PT;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  1657,73
MARGARIDA SALOMÃO;PT;MG;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  778,73
MARGARIDA SALOMÃO;PT;MG;ASSINATURA DE PUBLICAÇÕES;R$  480,9
MARGARIDA SALOMÃO;PT;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  331,48
MARGARIDA SALOMÃO;PT;MG;Total;R$  243961,66
ANDRÉ JANONES;AVANTE;MG;EMISSÃO BILHETE AÉREO;R$  53258,03
ANDRÉ JANONES;AVANTE;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  49094,69
ANDRÉ JANONES;AVANTE;MG;COMBUSTÍVEIS E LUBRIFICANTES.;R$  34468,59
ANDRÉ JANONES;AVANTE;MG;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  33000
ANDRÉ JANONES;AVANTE;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  30606,44
ANDRÉ JANONES;AVANTE;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  19330,39
ANDRÉ JANONES;AVANTE;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  15969,08
ANDRÉ JANONES;AVANTE;MG;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  3473,4
ANDRÉ JANONES;AVANTE;MG;TELEFONIA;R$  1792,96
ANDRÉ JANONES;AVANTE;MG;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  1743,12
ANDRÉ JANONES;AVANTE;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  600,97
ANDRÉ JANONES;AVANTE;MG;SERVIÇOS POSTAIS;R$  151,49
ANDRÉ JANONES;AVANTE;MG;Total;R$  243489,16
GIOVANI CHERINI;PL;RS;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  59474,27
GIOVANI CHERINI;PL;RS;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  50637,84
GIOVANI CHERINI;PL;RS;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  46055,1
GIOVANI CHERINI;PL;RS;EMISSÃO BILHETE AÉREO;R$  34564,23
GIOVANI CHERINI;PL;RS;COMBUSTÍVEIS E LUBRIFICANTES.;R$  20471,63
GIOVANI CHERINI;PL;RS;TELEFONIA;R$  15817,52
GIOVANI CHERINI;PL;RS;SERVIÇOS POSTAIS;R$  6296,02
GIOVANI CHERINI;PL;RS;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  3989,67
GIOVANI CHERINI;PL;RS;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  1997,31
GIOVANI CHERINI;PL;RS;ASSINATURA DE PUBLICAÇÕES;R$  1875,5
GIOVANI CHERINI;PL;RS;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1221,15
GIOVANI CHERINI;PL;RS;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  89,84
GIOVANI CHERINI;PL;RS;Total;R$  242490,08
FÁBIO FARIA;PSD;RN;EMISSÃO BILHETE AÉREO;R$  73126,17
FÁBIO FARIA;PSD;RN;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  68682,88
FÁBIO FARIA;PSD;RN;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  59637,46
FÁBIO FARIA;PSD;RN;TELEFONIA;R$  14245,93
FÁBIO FARIA;PSD;RN;COMBUSTÍVEIS E LUBRIFICANTES.;R$  14101,02
FÁBIO FARIA;PSD;RN;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  9000
FÁBIO FARIA;PSD;RN;SERVIÇOS POSTAIS;R$  3588,86
FÁBIO FARIA;PSD;RN;Total;R$  242382,32
JOSEILDO RAMOS;PT;BA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  69082,19
JOSEILDO RAMOS;PT;BA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  65220,76
JOSEILDO RAMOS;PT;BA;EMISSÃO BILHETE AÉREO;R$  40644,17
JOSEILDO RAMOS;PT;BA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  29929,17
JOSEILDO RAMOS;PT;BA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  18318,62
JOSEILDO RAMOS;PT;BA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  10000
JOSEILDO RAMOS;PT;BA;PASSAGENS AÉREAS;R$  3678,96
JOSEILDO RAMOS;PT;BA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1568,95
JOSEILDO RAMOS;PT;BA;TELEFONIA;R$  1212,39
JOSEILDO RAMOS;PT;BA;SERVIÇOS POSTAIS;R$  854,95
JOSEILDO RAMOS;PT;BA;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  708,04
JOSEILDO RAMOS;PT;BA;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  457,2
JOSEILDO RAMOS;PT;BA;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  24,12
JOSEILDO RAMOS;PT;BA;Total;R$  241699,52
JOSIMAR MARANHÃOZINHO;PL;MA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  66600
JOSIMAR MARANHÃOZINHO;PL;MA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  57501
JOSIMAR MARANHÃOZINHO;PL;MA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  56000
JOSIMAR MARANHÃOZINHO;PL;MA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  37713,11
JOSIMAR MARANHÃOZINHO;PL;MA;EMISSÃO BILHETE AÉREO;R$  12161,5
JOSIMAR MARANHÃOZINHO;PL;MA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  4854,4
JOSIMAR MARANHÃOZINHO;PL;MA;PASSAGENS AÉREAS;R$  4457,21
JOSIMAR MARANHÃOZINHO;PL;MA;SERVIÇOS POSTAIS;R$  997,02
JOSIMAR MARANHÃOZINHO;PL;MA;TELEFONIA;R$  129,03
JOSIMAR MARANHÃOZINHO;PL;MA;Total;R$  240413,27
DAVID SOARES;DEM;SP;EMISSÃO BILHETE AÉREO;R$  78172,88
DAVID SOARES;DEM;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  41909,52
DAVID SOARES;DEM;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  36863,04
DAVID SOARES;DEM;SP;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  27128
DAVID SOARES;DEM;SP;COMBUSTÍVEIS E LUBRIFICANTES.;R$  24095,3
DAVID SOARES;DEM;SP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  10021,49
DAVID SOARES;DEM;SP;TELEFONIA;R$  6096,27
DAVID SOARES;DEM;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  5981,23
DAVID SOARES;DEM;SP;SERVIÇOS POSTAIS;R$  3139,3
DAVID SOARES;DEM;SP;PASSAGENS AÉREAS;R$  2950,23
DAVID SOARES;DEM;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  2040
DAVID SOARES;DEM;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1715,15
DAVID SOARES;DEM;SP;Total;R$  240112,41
DANIELA DO WAGUINHO;MDB;RJ;EMISSÃO BILHETE AÉREO;R$  96284,07
DANIELA DO WAGUINHO;MDB;RJ;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  92950
DANIELA DO WAGUINHO;MDB;RJ;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  27500
DANIELA DO WAGUINHO;MDB;RJ;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  15930,9
